address,dateCreated,pOrL,totalUsdcBuys,totalUsdcSells,usdcDifference,currentUsdcValue,leftoverUsdcIfSold,totalHexBuys,totalHexSells,stakedHex,paidOutHex,paidOutUsdcCurrentWorth,paidOutUsdcAtEndWorth,interestHex,interestUsdcCurrentWorth,hexDifference
0xa9de2bd3aacff4cabdae4506afe75f94b30c358d,2021-02-08 15:59:04.915009,PROFIT,442209.0536673469,304114.1253828316,-138094.92828451528,544136.9585595974,406042.0302750821,90143223.5779444,38602470.82200424,0.0,12938281.93393592,136594.77217680102,55320.600213387836,0.0,0.0,51540752.75594016371908187866,38602470.82200424,38602470.82200424
0xd889b54d33f6e8fd597a1547cf3d5a447e103b89,2021-02-08 15:59:04.915009,PROFIT,440360.72917027783,292809.46949780884,-147551.259672469,541855.4708681076,394304.21119563864,89766274.33515146,38441624.5128074,0.0,12883025.30953666,136011.4052305855,55084.337806745185,0.0,0.0,51324649.82234406096549987793,38441624.5128074,38441624.5128074
0xa3a5789d28107775120d65cffee62a6980e7bfe9,2021-02-08 15:59:04.915009,PROFIT,547081.6430749474,379459.3990974991,-167622.24397744832,690399.5570354414,522777.3130579931,114291407.58498151,48896634.61060186,0.0,16498138.36377779,174177.64295510438,67130.59503944455,0.0,0.0,65394772.97437965269542694092,48896634.61060186,48896634.61060186
0x8ef003c465dc926bd25ba5f7dd7ce029a3a2a595,2021-02-08 15:59:04.915009,PROFIT,486912.5047959734,334751.59985534835,-152160.90494062507,599334.9692320074,447174.0642913823,99260531.36091232,42491412.88576539,0.0,14277705.58938154,150735.61946997448,61047.61411968633,0.0,0.0,56769118.47514693139202117920,42491412.88576539,42491412.88576539
0xfdef66b5a08d97142639dd83dbff139cbf34b2fd,2021-02-08 15:59:06.405363,PROFIT,485811.4570900845,387226.8106119035,-98584.646478181,608013.5556747109,509428.9091965299,100668049.22982524,43076893.45124188,0.0,14514262.32734148,153233.04639988026,60047.825530184076,0.0,0.0,57591155.77858335934471130371,43076893.45124188,43076893.45124188
0x835ede47f9fcb22fc30ef5828483335cacd13bdd,2021-02-08 15:59:06.405363,PROFIT,522404.05958180485,359487.58898960304,-162916.4705922018,653788.2361142332,490871.76552203135,108250035.58907658,46323093.66345246,0.0,15603848.26217166,164736.2539582813,64555.6168763261,0.0,0.0,61926941.92562411863811492920,46323093.66345246,46323093.66345246
0xb3289f004fdb67f69b0c5fd3d7a23b8f5bc5943f,2021-02-08 15:59:06.405363,PROFIT,522404.05958180485,364937.96419004485,-157466.09539176,653788.2361142332,496322.14072247315,108250035.58907658,46323093.66345246,0.0,15603848.26217166,164736.2539582813,64555.6168763261,0.0,0.0,61926941.92562411863811492920,46323093.66345246,46323093.66345246
0x25571d2f15d108224ae57a7865a4d880c092d422,2021-02-08 15:59:06.405363,PROFIT,511481.0610174375,357334.98433914327,-154146.07667829422,640066.840523854,485920.7638455598,105985264.62085604,45358015.80827144,0.0,15269233.00431316,161203.58283954652,63171.26001612423,0.0,0.0,60627248.81258460211662292480,45358015.80827144,45358015.80827144
0x5712db3cde96e9d3636d03cb7b687ba019fa7921,2021-02-08 15:59:06.405363,PROFIT,479514.83732807566,324759.10768823524,-154755.72963984043,590198.2295723786,435442.49993253814,97751712.46374856,41848027.64897805,0.0,14055657.16579246,148391.36279144176,60098.195013493794,0.0,0.0,55903684.81477051292711257935,41848027.64897805,41848027.64897805
0x74c800d4db29319e3160095bb2bc7c77d939fe39,2021-02-08 15:59:08.008820,PROFIT,539855.6023275608,374466.44657052506,-165389.1557570357,681243.8723487491,515854.71659171337,112780794.21137118,48253249.37381451,0.0,16274295.46374216,171814.44124950824,66219.78275605757,0.0,0.0,64527544.83755667168109893799,48253249.37381451,48253249.37381451
0x2886a0cd70e7ee788dbae24cdb9670d7a400ad3e,2021-02-08 15:59:08.009821,PROFIT,550844.4929101494,378982.57213117304,-171861.92077897635,689525.1069587856,517663.1861798092,114147136.22283726,48835191.32048866,0.0,16476753.58185994,173951.87500314336,68166.96584872768,0.0,0.0,65311944.90234859847236633301,48835191.32048866,48835191.32048866
0x5e8db624fd365c420f91515c31328a4204a47897,2021-02-08 15:59:08.009821,LOSS,306192.3341037849,309782.53036555287,-3590.1962617679965,5.1173307350124814e-11,-3590.196261767945,74627545.06069385,74627545.06069385,83109624.52166703,191396.63479405,2020.6531175153116,734.652947957559,46782564.74297748,493902.8076171696,4.84714508056640625E-9,148311370.22293708,65201745.70127006
0x5be5b30a720093c9d1b1e6cf8441280a48a495f8,2021-02-08 15:59:08.009821,LOSS,404212.06053275935,404212.0605327594,-5.820766091346741e-11,0.0,-5.820766091346741e-11,97089854.75776146,97089854.75776146,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
0x9639f32e78d586e1c734e39ee96417e2b5c94f8c,2021-02-08 15:59:08.009821,PROFIT,492285.31308172503,347884.8461223683,-144400.46695935674,644533.704952991,500133.23799363425,106722571.44014324,45672220.40758467,0.0,15378130.6249739,162353.2598801847,65752.73445711966,0.0,0.0,61050351.03255857279418945312,45672220.40758467,45672220.40758467
0x42fa01f18e7f87926ba11b4f3bddd90d9d04e44e,2021-02-08 15:59:11.644124,PROFIT,483770.5481615261,359769.56235632603,-124000.98580520006,644460.1528363549,520459.16703115485,106710431.08456299,45667046.92201495,0.0,15376337.24053309,162334.32638187564,63614.36737804388,0.0,0.0,61043384.16254803829406738281,45667046.92201495,45667046.92201495
0x1be91046e327f4e4648c51e80950ae73756963f5,2021-02-08 15:59:11.644124,PROFIT,470959.3300692303,344281.8124229308,-126677.5176462995,616519.2555880762,489841.7379417767,102097939.64369565,43701122.40552046,0.0,14695694.83265473,155148.5040978399,62834.82326682681,0.0,0.0,58396817.23817518850030899048,43701122.40552046,43701122.40552046
0xea75c06a9d96cd4a8bae38cdec1f2c5fc0cc5612,2021-02-08 15:59:11.644124,PROFIT,471407.0453892788,344607.87031626556,-126799.17507301323,617107.301916038,490308.1268430248,102195027.38455204,43742510.29007826,0.0,14710006.80439552,155299.6014791859,62896.017393758055,0.0,0.0,58452517.09447377999547958374,43742510.29007826,43742510.29007826
0x6b4ce26fb1a6eaf2cb83064751c5cd5333e5bd06,2021-02-08 15:59:11.644124,PROFIT,469735.25461536704,349371.03270806227,-120364.22190730477,625698.5764573392,505334.35455003445,103613402.50221664,44347118.3036598,0.0,14919165.89489704,157507.780158677,61722.976373732236,0.0,0.0,59266284.19855684328521728516,44347118.3036598,44347118.3036598
0x59538d83b38c0e22b643c105cf9dc4cc16cf168a,2021-02-08 15:59:11.644124,PROFIT,473211.6954590252,346690.53750767047,-126521.15795135475,630345.3280762137,503824.17012485897,104380507.95788179,44674082.59166625,0.0,15032342.77454929,158702.63509928793,62191.207233154346,0.0,0.0,59706425.36621553857902526855,44674082.59166625,44674082.59166625
0xfce23cdc69fee0e2f89bafb8f2ce9ea743521a75,2021-02-08 15:59:12.991347,PROFIT,389577.56810163433,285608.572554436,-103968.99554719834,518621.56193033315,414652.5663831348,85927071.34202647,36803141.64589069,0.0,12320788.05024509,130075.63487603747,50973.07148995197,0.0,0.0,49123929.69613577961370468140,36803141.64589069,36803141.64589069
0x1a5fbfbbf8a1ce60938c379ebf0c3020c32f0383,2021-02-08 15:59:12.991347,PROFIT,432620.61887911987,305867.12830447435,-126753.49057464552,566177.414356493,439423.9237818475,93784333.97533328,40155905.19410875,0.0,13472523.58711578,142234.98138510826,57604.873277138555,0.0,0.0,53628428.78122453305414199829,40155905.19410875,40155905.19410875
0x1240396a92b32c2c074164600fe1e7ac690aa282,2021-02-08 15:59:12.991347,PROFIT,389833.93262034457,285795.9323347579,-104038.00028558669,518963.8223978933,414925.8221123066,85983633.24909806,36827284.57854939,0.0,12329064.09199928,130163.00845807188,51007.31079885574,0.0,0.0,49156348.67054866747861862183,36827284.57854939,36827284.57854939
0x4111d9f84e1f405af77b9369f8d3ba922ddb0191,2021-02-08 15:59:12.991347,PROFIT,428377.4591901011,318716.15643638425,-109661.30275371682,570436.0382500644,460774.73549634754,94487773.77653674,40455967.35715264,0.0,13575839.06223146,143325.7254157163,56165.418334701506,0.0,0.0,54031806.41938409918045043945,40455967.35715264,40455967.35715264
0x1ffcdf3f21fbddab6d2d645ea094ebf87911fc9a,2021-02-08 15:59:12.991347,PROFIT,417256.64565414144,305154.8652227745,-112101.78043136693,546010.8668720826,433909.08644071565,90452825.95440933,38734576.25858703,0.0,12983673.43723527,137073.9889757235,55514.68202578996,0.0,0.0,51718249.69582229744346618652,38734576.25858703,38734576.25858703
0xcea8c5e1d59e74b26087eaf0d95d676df70569b6,2021-02-08 15:59:14.269508,PROFIT,409647.4965803836,302869.7614586649,-106777.73512171872,550164.7782156962,443387.0430939775,91139104.48383147,39027395.54183331,0.0,13084313.40016485,138136.48652203148,53239.80953900277,0.0,0.0,52111708.94199815868064880371,39027395.54183331,39027395.54183331
0x4530fbcf790d8e32b9dd1df097b8743a415c8c8d,2021-02-08 15:59:14.269508,PROFIT,420740.87230237,308378.1390001292,-112362.73330224078,560235.6125532626,447872.87925102183,92802817.98400408,39737197.76199921,0.0,13328422.46000566,140713.64642513965,55141.81626463701,0.0,0.0,53065620.22200486779458999634,39737197.76199921,39737197.76199921
0x641faa82e4e4a05b54c1f54c3ccce22ac14a044e,2021-02-08 15:59:14.270509,PROFIT,393939.57032600435,296884.43797860236,-97055.13234740199,524445.2443716419,427390.1120242399,86889466.36780428,37213916.40012664,0.0,12461633.567551,131562.59902218604,51555.7719303293,0.0,0.0,49675549.96767763652112960815,37213916.40012664,37213916.40012664
0x5d501db91bb1cb014cb5afc326446b605a7b3910,2021-02-08 15:59:14.270509,PROFIT,401195.7905893135,293446.66970295,-107749.1208863635,524934.2538477067,417185.1329613432,86970275.33908112,37248406.3039248,0.0,12473462.73123152,131687.484376071,53333.15880380855,0.0,0.0,49721869.03515632103454589844,37248406.3039248,37248406.3039248
0x784aeeb045034f90eb9985e6cad3b31eb4e6dfac,2021-02-08 15:59:14.270509,PROFIT,226275.14932950755,171530.022609485,-54745.126720022556,306068.25676686334,251323.1300468408,50763860.75884588,21773019.20634226,0.0,7217822.34616136,76201.52382060602,29861.28589764493,0.0,0.0,28990841.55250361871541023254,21773019.20634226,21773019.20634226
0x643f885a1c07cf1bae6c92f6bb951aa9a879e517,2021-02-08 15:59:15.509635,PROFIT,516548.8065514794,371111.92996010376,-145436.87659137562,687908.5222772083,542471.6456858327,113880420.38810398,48721598.68400822,0.0,16437223.02008754,173534.53457827913,70281.1275836789,0.0,0.0,65158821.70409576165197372437,48721598.68400822,48721598.68400822
0xf87dbbf7cc3029f64e789042c282c03718fd8a65,2021-02-08 15:59:15.509635,PROFIT,491251.4528728326,365112.0237006313,-126139.42917220131,654102.4182655424,527962.989093341,108301889.07784792,46345187.76108849,0.0,15611513.55567094,164817.1796193968,66750.61685538891,0.0,0.0,61956701.31675942951385498047,46345187.76108849,46345187.76108849
0xe07ebb03287a18191577bc96368fb6c3c006b33e,2021-02-08 15:59:15.509635,PROFIT,515701.15379523253,383206.4372158736,-132494.7165793589,686775.5691787122,554280.8525993533,113693495.10610597,48641986.9277965,0.0,16409521.25051297,173242.07558540406,70162.68229645582,0.0,0.0,65051508.17830947205898284912,48641986.9277965,48641986.9277965
0x5b1143e6960745a013063ff42b7e1398a4373bf1,2021-02-08 15:59:15.509635,PROFIT,515277.33184226375,382892.8425275679,-132384.48931469588,686209.1035558276,553824.6142411318,113600033.50005411,48602181.04969064,0.0,16395671.40067283,173095.85701532988,70103.46407799884,0.0,0.0,64997852.45036346853719711304,48602181.04969064,48602181.04969064
0x41607fda54887aa3d92c2dc7daabe0c1e721df30,2021-02-08 15:59:15.509635,PROFIT,505140.933506559,379645.5989347638,-125495.33457179519,690741.0324976897,565245.6979258945,114347745.66748257,48920628.0745375,0.0,16506489.51840757,174265.80953470845,67164.57572061004,0.0,0.0,65427117.59294506926090240479,48920628.0745375,48920628.0745375
0xcf62346fa279276f83613cd99f5d41afeac3cabb,2021-02-08 15:59:16.854858,PROFIT,507103.35604020616,377792.13216263696,-129311.2238775692,687342.042085839,558030.8182082698,113786957.40212258,48681792.80590236,0.0,16423371.79031786,173388.30143972032,67946.11683603143,0.0,0.0,65105164.59622021813018798828,48681792.80590236,48681792.80590236
0x26dfbd725664b0ec350eefe5d18a6d5bc42718ed,2021-02-08 15:59:16.854858,PROFIT,471416.63159546,344815.3093572836,-126601.32223817642,638804.775772527,512203.45353435056,105776940.68319174,45269234.87588714,0.0,15238470.93141746,160878.8149638479,63043.99239862306,0.0,0.0,60507705.80730459936832427979,45269234.87588714,45269234.87588714
0x9cf6891da1022b925e08119c5e394c252508e730,2021-02-08 15:59:16.855858,PROFIT,470471.98652054346,355923.69933327247,-114548.287187271,637520.3103385054,522972.02315123443,105564916.53782818,45178875.53258684,0.0,15207165.4726545,160548.31033970605,62914.47670684729,0.0,0.0,60386041.00524133722465515137,45178875.53258684,45178875.53258684
0x8c7aec40d265e3fd4b024c1e70080080f1d17df8,2021-02-08 15:59:16.855858,PROFIT,505229.62471976294,382108.85580680345,-123120.7689129595,684792.971367177,561672.2024542175,113366382.50352042,48502666.35442599,0.0,16361049.79466844,172730.34245870542,67688.28076851048,0.0,0.0,64863716.14909443090860366821,48502666.35442599,48502666.35442599
0xb67a9f6ed1357af0cbd2cf08fa7ffdb1e0bbf586,2021-02-08 15:59:16.855858,PROFIT,508390.01835361833,378746.6675502822,-129643.35080333613,689092.4893983527,559449.1385950166,114075760.25673583,48804792.96924945,0.0,16466174.31823693,173840.1853590498,68123.1977424371,0.0,0.0,65270967.28748638032968521118,48804792.96924945,48804792.96924945
