time,hexDay,close,open,high,low,volume
1576382400,13,0.000207886681891978,0.000207886681891978,0.000207886681891978,0.000207886681891978,5.961128122735817
1576386000,13,0.000207886681891978,0.000207886681891978,0.000207886681891978,0.000207886681891978,0.0
1576389600,13,0.000240489636780694,0.000207886681891978,0.000240489636780694,0.000240489636780694,11.20141175750789
1576468800,14,0.000196631022845395,0.000182543124537915,0.000196631022845395,0.000182543124537915,42.88404895874183
1576472400,14,0.000196631022845395,0.000196631022845395,0.000196631022845395,0.000196631022845395,0.0
1576476000,14,0.000196631022845395,0.000196631022845395,0.000196631022845395,0.000196631022845395,0.0
1576479600,14,0.000239614208112471,0.000196631022845395,0.000240253430092707,0.00023021234665066,62.72806665359731
1576483200,14,0.000239614208112471,0.000239614208112471,0.000239614208112471,0.000239614208112471,0.0
1576486800,14,0.000239614208112471,0.000239614208112471,0.000239614208112471,0.000239614208112471,0.0
1576490400,14,0.000273296172963455,0.000239614208112471,0.000301112071610987,0.000245319708483294,316.17301225220274
1576494000,14,0.000273296172963455,0.000273296172963455,0.000273296172963455,0.000273296172963455,0.0
1576497600,14,0.000181761250132695,0.000273296172963455,0.000192025356227532,0.000181761250132695,160.41433929057004
1576501200,14,0.000181761250132695,0.000181761250132695,0.000181761250132695,0.000181761250132695,0.0
1576504800,14,0.000223358903895132,0.000181761250132695,0.000223358903895132,0.00022278688265942,76.23308708886033
1576508400,14,0.000196434397366829,0.000223358903895132,0.000196434397366829,0.000196434397366829,49.47389292861105
1576512000,14,0.000196434397366829,0.000196434397366829,0.000196434397366829,0.000196434397366829,0.0
1576515600,14,0.000193319283425808,0.000196434397366829,0.000195348373381421,0.000193319283425808,5.827751489917656
1576519200,14,0.000209827732760459,0.000193319283425808,0.000209827732760459,0.000209827732760459,31.1382918010773
1576522800,14,0.000181694602360949,0.000209827732760459,0.000202964220079593,0.000125637292512693,283.3556373267325
1576526400,14,0.000198180714505725,0.000181694602360949,0.000198180714505725,0.000198180714505725,27.663976097998788
1576530000,14,0.000197612913325429,0.000198180714505725,0.000197612913325429,0.000197612913325429,0.019702544277236927
1576540800,15,0.000149583371239714,0.000187728423043154,0.000187728423043154,0.000144059682497755,303.0886658286489
1576544400,15,0.00014257914153859,0.000149583371239714,0.00014257914153859,0.00014257914153859,14.55165593178942
1576548000,15,0.00014257914153859,0.00014257914153859,0.00014257914153859,0.00014257914153859,0.0
1576551600,15,0.00014257914153859,0.00014257914153859,0.00014257914153859,0.00014257914153859,0.0
1576555200,15,0.000182042989763431,0.00014257914153859,0.000182042989763431,0.000153606655658223,443.55062859496735
1576558800,15,0.000182042989763431,0.000182042989763431,0.000182042989763431,0.000182042989763431,0.0
1576562400,15,0.000182042989763431,0.000182042989763431,0.000182042989763431,0.000182042989763431,0.0
1576566000,15,0.000181440176675096,0.000182042989763431,0.000181440176675096,0.000181440176675096,0.1809046561138234
1576569600,15,0.000184486823854968,0.000181440176675096,0.000184486823854968,0.000184486823854968,26.140215729008858
1576573200,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576576800,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576580400,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576584000,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576587600,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576591200,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576594800,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576598400,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576602000,15,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.000184486823854968,0.0
1576605600,15,0.000168019527336583,0.000184486823854968,0.000168019527336583,0.000168019527336583,112.94561343950927
1576609200,15,0.000164261480676942,0.000168019527336583,0.000166298777912743,0.000164261480676942,33.09811388128875
1576630800,16,0.000151020401972346,0.000151020401972346,0.000151020401972346,0.000151020401972346,107.00233527893577
1576634400,16,0.000139823838253506,0.000151020401972346,0.000142602279083803,0.000139823838253506,279.2200579021299
1576638000,16,0.000143527344334871,0.000139823838253506,0.000143527344334871,0.000143527344334871,45.425199816970164
1576641600,16,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.0
1576645200,16,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.0
1576648800,16,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.000143527344334871,0.0
1576652400,16,0.000141027398058213,0.000143527344334871,0.000141027398058213,0.000141027398058213,12.14941371374385
